number,seconds,action,left_pupil,right_pupil1,1,None,None,None
157,3,Looking center,311:168,388:169
158,3,Looking center,311:168,388:169
159,3,Looking center,311:168,388:169
160,3,Looking center,310:168,388:169
161,3,Looking center,310:168,388:169
162,3,Looking center,311:169,388:168
163,3,Looking center,311:169,388:168
164,3,Looking center,311:169,388:168
165,3,Looking center,310:168,388:168
166,3,Looking center,310:169,388:168
167,3,None,None,None
168,3,None,None,None
169,3,None,None,None
170,3,None,None,None
171,3,None,None,None
172,3,Looking center,312:170,389:170
173,3,Looking center,313:170,389:170
174,3,Looking center,313:170,389:170
175,3,Looking center,312:169,389:169
176,3,Looking center,312:169,390:169
177,3,Looking center,312:168,389:169
178,3,Looking center,312:168,389:169
179,3,Looking center,312:168,389:169
180,4,Looking center,312:168,389:168
181,4,Looking center,312:168,389:168
182,4,Looking center,312:168,390:168
183,4,Looking center,312:168,390:168
184,4,Looking center,312:168,390:168
185,4,Looking center,312:168,389:168
186,4,Looking center,312:168,389:168
187,4,Looking center,312:168,389:168
188,4,Looking center,312:168,389:168
189,4,Looking center,312:168,389:168
190,4,Looking center,312:168,389:168
191,4,Looking center,312:168,389:168
192,4,Looking center,312:168,390:168
193,4,Looking center,312:168,390:168
194,4,Looking center,312:168,390:168
195,4,Looking center,312:168,389:168
196,4,Looking center,312:168,389:168
197,4,Looking center,312:168,389:168
198,4,Looking center,312:168,389:168
199,4,Looking center,312:168,389:168
200,4,Looking center,312:168,389:168
201,4,Looking center,311:167,389:167
202,4,Looking center,312:168,389:168
203,4,Looking center,311:167,389:168
204,4,Looking center,311:167,389:168
205,4,Looking center,311:168,389:168
206,4,Looking center,311:168,389:167
207,4,Looking center,309:167,387:167
208,4,Looking center,309:168,386:167
209,4,Looking center,309:168,386:167
210,4,Looking center,309:168,386:167
211,4,Looking center,309:168,386:167
212,4,Looking center,305:167,382:168
213,4,Looking center,305:167,382:168
214,4,Looking center,305:167,382:168
215,4,Looking center,305:168,382:169
216,4,Looking center,305:167,382:169
217,4,Looking center,304:168,381:169
218,4,Looking center,303:168,381:168
219,4,Looking center,303:168,381:168
220,4,Looking center,303:168,381:168
221,4,Looking center,303:169,381:169
222,4,Looking center,303:169,381:169
223,4,Looking center,303:169,381:169
224,4,Looking center,303:169,381:169
225,4,Looking center,303:168,381:169
226,4,Looking center,303:168,381:168
227,4,Looking center,303:168,381:168
228,4,Looking center,303:169,381:169
229,4,Looking center,303:169,381:169
230,4,Looking center,303:168,381:168
231,4,Looking center,304:169,381:169
232,4,Looking center,303:168,381:168
233,4,Looking center,303:168,381:168
234,4,Looking center,303:168,381:168
235,4,Looking center,303:168,381:168
236,4,Looking center,303:168,381:168
237,4,Looking center,303:168,381:168
238,4,Looking center,303:169,381:169
239,4,Looking center,303:169,381:169
240,5,Looking center,302:168,380:168
241,5,Looking center,303:168,381:168
242,5,Looking center,302:168,380:168
243,5,Looking center,302:168,380:168
244,5,Looking center,302:168,380:168
245,5,Looking center,302:168,380:168
246,5,Looking center,302:168,380:168
247,5,Looking center,302:168,380:168
248,5,Looking center,302:168,380:168
249,5,Looking center,303:168,380:168
250,5,Looking center,302:168,380:168
251,5,Looking center,302:168,380:168
252,5,Looking center,302:169,380:168
253,5,Looking center,302:169,380:168
254,5,Looking center,302:169,380:168
255,5,Looking center,302:168,380:168
256,5,Looking center,302:168,380:169
257,5,Looking center,303:168,380:168
258,5,Looking center,303:169,380:168
259,5,Looking center,303:169,380:168
260,5,Looking center,303:168,380:168
261,5,Looking center,303:168,380:168
262,5,Looking center,303:168,380:168
263,5,Looking center,303:168,380:168
264,5,Looking center,303:168,380:169
265,5,Looking center,303:168,380:168
266,5,Looking center,303:168,380:168
267,5,Looking center,303:168,380:168
268,5,Looking center,307:167,385:166
269,5,Looking center,307:167,385:166
270,5,Looking center,307:168,385:167
271,5,Looking center,307:168,385:166
272,5,Looking center,307:168,385:166
273,5,Looking center,308:167,387:167
274,5,Looking center,308:167,387:167
275,5,Looking left,312:169,392:167
276,5,Looking left,312:169,392:167
277,5,Looking left,312:169,392:167
278,5,Looking left,316:169,393:167
279,5,Looking left,316:169,393:167
280,5,Looking left,316:169,393:167
281,5,Looking left,316:169,393:167
282,5,Looking left,316:169,394:167
283,5,Looking left,316:169,394:167
284,5,Looking left,316:169,394:167
285,5,Looking left,315:170,394:167
286,5,Looking left,315:170,394:167
287,5,Looking left,315:170,394:167
288,5,Looking left,319:167,395:167
289,5,Looking left,319:167,395:167
290,5,Looking left,321:167,397:167
291,5,Looking left,321:167,397:167
292,5,Looking left,321:167,397:167
293,5,Looking left,321:166,396:167
294,5,Looking left,321:166,396:167
295,5,Looking left,321:166,396:166
296,5,Looking left,321:166,396:166
297,5,Looking left,321:166,396:166
298,5,Looking left,321:165,396:166
299,5,Looking left,321:165,396:167
300,6,Looking left,320:166,396:166
